;UF;city;Lat;Long;height;availability;availability time
54;ES;Água Doce do Norte;-18.5;-40.98;0.0;99.998;11.0
55;BA;Água Fria;-11.756;-38.77;1004.0;99.999;5.0
56;GO;Água Fria de Goiás;-14.986;-47.78;424.0;99.999;5.0
57;GO;Água Limpa;-18.074;-48.76;633.0;99.999;5.0
58;RN;Água Nova;-6.259;-38.3;0.0;99.999;5.0
59;PE;Água Preta;-8.751;-35.5;0.0;99.998;11.0
60;RS;Água Santa;-28.177;-52.03;0.0;99.999;5.0
61;SP;Aguaí;-22.059;-46.98;643.0;99.999;5.0
62;MG;Aguanil;-20.943;-45.39;875.0;99.999;5.0
63;PE;Águas Belas;-9.111;-37.12;0.0;99.999;5.0
64;SP;Águas da Prata;-21.937;-46.72;1027.0;99.999;5.0
65;SC;Águas de Chapecó;-27.07;-52.99;0.0;99.999;5.0
66;SP;Águas de Lindóia;-22.476;-46.63;934.0;99.999;5.0
67;SP;Águas de Santa Bárbara;-22.756;-49.24;651.0;99.999;5.0
68;SP;Águas de São Pedro;-22.6;-47.76;482.0;99.999;5.0
69;MG;Águas Formosas;-17.082;-40.94;287.0;99.999;5.0
70;SC;Águas Frias;-26.756;-52.76;0.0;99.999;5.0
71;GO;Águas Lindas de Goiás;-15.756;-48.28;1090.0;99.999;5.0
72;SC;Águas Mornas;-27.694;-48.75;0.0;99.998;11.0
73;MG;Águas Vermelhas;-15.755;-41.46;875.0;99.999;5.0
74;RS;Agudo;-29.645;-53.24;0.0;99.999;5.0
75;SP;Agudos;-22.469;-48.99;921.0;99.999;5.0
76;PR;Agudos do Sul;-25.993;-49.34;565.0;99.999;5.0
77;ES;Águia Branca;-18.983;-40.74;149.0;99.998;11.0
78;PB;Aguiar;-7.092;-38.17;265.0;99.999;5.0
79;TO;Aguiarnópolis;-6.6;-47.47;0.0;99.999;5.0
80;MG;Aimorés;-19.496;-41.06;315.0;99.999;5.0
81;BA;Aiquara;-14.129;-39.76;242.0;99.999;5.0
82;CE;Aiuaba;-6.6;-40.12;518.0;99.999;5.0
83;MG;Aiuruoca;-21.976;-44.6;1184.0;99.999;5.0
84;RS;Ajuricaba;-28.239;-53.77;0.0;99.999;5.0
85;MG;Alagoa;-22.171;-44.64;0.0;99.999;5.0
86;PB;Alagoa Grande;-7.158;-35.63;0.0;99.998;11.0
87;PB;Alagoa Nova;-7.071;-35.76;1233.0;99.999;5.0
88;PB;Alagoinha;-6.95;-35.5;465.0;99.998;11.0
89;PE;Alagoinha;-8.466;-36.78;0.0;99.999;5.0
90;PI;Alagoinha do Piauí;-7.008;-40.94;0.0;99.999;5.0
91;BA;Alagoinhas;-12.136;-38.42;0.0;99.998;11.0
92;SP;Alambari;-23.6;-47.76;599.0;99.999;5.0
93;MG;Albertina;-22.251;-46.62;982.0;99.999;5.0
94;MA;Alcântara;-2.409;-44.41;0.0;99.998;11.0
95;CE;Alcântaras;-3.6;-40.5;683.0;99.999;5.0
96;PB;Alcantil;-7.754;-36.06;0.0;99.999;5.0
97;MS;Alcinópolis;-18.324;-53.71;471.0;99.999;5.0
98;BA;Alcobaça;-17.5;-39.2;43.0;99.998;11.0
99;MA;Aldeias Altas;-4.628;-43.47;128.0;99.999;5.0
100;RS;Alecrim;-27.655;-54.76;0.0;99.999;5.0
101;ES;Alegre;-20.756;-41.5;133.0;99.998;11.0
102;RS;Alegrete;-29.758;-55.79;479.0;99.999;5.0
103;PI;Alegrete do Piauí;-7.243;-40.76;0.0;99.999;5.0
104;RS;Alegria;-27.755;-54.06;0.0;99.999;5.0
105;MG;Além Paraíba;-21.756;-42.7;445.0;99.999;5.0
106;PA;Alenquer;-1.942;-54.74;0.0;99.999;5.0
107;RN;Alexandria;-6.413;-38.02;0.0;99.999;5.0
108;GO;Alexânia;-16.082;-48.5;998.0;99.999;5.0
109;MG;Alfenas;-21.429;-45.95;816.0;99.999;5.0
110;ES;Alfredo Chaves;-20.635;-40.75;501.0;99.998;11.0
111;SP;Alfredo Marcondes;-21.955;-51.41;351.0;99.999;5.0
112;MG;Alfredo Vasconcelos;-21.145;-43.78;1072.0;99.999;5.0
113;SC;Alfredo Wagner;-27.75;-49.33;0.0;99.999;5.0
114;PB;Algodão de Jandaíra;-6.905;-36.01;0.0;99.999;5.0
115;PB;Alhandra;-7.439;-34.91;0.0;99.997;16.0
116;PE;Aliança;-7.603;-35.23;289.0;99.998;11.0
117;TO;Aliança do Tocantins;-11.306;-48.94;0.0;99.999;5.0
118;BA;Almadina;-14.751;-39.64;551.0;99.998;11.0
119;TO;Almas;-11.6;-47.17;372.0;99.999;5.0
120;PA;Almeirim;-1.5;-52.6;308.0;99.999;5.0
121;MG;Almenara;-16.184;-40.69;358.0;99.999;5.0
122;RN;Almino Afonso;-6.152;-37.77;0.0;99.999;5.0
123;PR;Almirante Tamandaré;-25.325;-49.31;986.0;99.999;5.0
124;GO;Aloândia;-17.753;-49.48;554.0;99.999;5.0
125;MG;Alpercata;-18.974;-41.97;204.0;99.999;5.0
126;RS;Alpestre;-27.249;-53.04;0.0;99.999;5.0
127;MG;Alpinópolis;-20.756;-46.39;919.0;99.999;5.0
128;MT;Alta Floresta;-9.756;-56.09;0.0;99.999;5.0
129;RO;Alta Floresta d'Oeste;-11.968;-61.95;0.0;99.999;5.0
130;SP;Altair;-20.5;-49.06;497.0;99.999;5.0
131;PA;Altamira;-3.253;-52.26;64.0;99.999;5.0
132;MA;Altamira do Maranhão;-4.058;-45.5;564.0;99.999;5.0
133;PR;Altamira do Paraná;-24.76;-52.71;301.0;99.999;5.0
134;CE;Altaneira;-7.002;-39.74;581.0;99.999;5.0
135;PR;Altãnia;-23.756;-53.9;0.0;99.999;5.0
136;MG;Alterosa;-21.249;-46.14;843.0;99.999;5.0
137;PE;Altinho;-8.49;-36.06;0.0;99.999;5.0
138;SP;Altinópolis;-21.026;-47.37;965.0;99.999;5.0
139;RR;Alto Alegre;2.756;-61.5;64.0;99.999;5.0
140;RS;Alto Alegre;-28.757;-52.99;0.0;99.999;5.0
141;SP;Alto Alegre;-21.6;-50.13;178.0;99.999;5.0
142;MA;Alto Alegre do Maranhão;-4.213;-44.45;0.0;99.999;5.0
143;RO;Alto Alegre do Parecis;-12.128;-61.76;0.0;99.999;5.0
144;MA;Alto Alegre do Pindaré;-3.69;-45.9;447.0;99.999;5.0
145;MT;Alto Araguaia;-17.315;-53.22;653.0;99.999;5.0
146;SC;Alto Bela Vista;-27.458;-51.76;0.0;99.999;5.0
147;MT;Alto Boa Vista;-11.674;-51.39;345.0;99.999;5.0
148;MG;Alto Caparaó;-20.433;-41.76;1034.0;99.999;5.0
149;RN;Alto do Rodrigues;-5.288;-36.76;0.0;99.999;5.0
150;RS;Alto Feliz;-29.392;-51.31;0.0;99.999;5.0
151;MT;Alto Garças;-16.944;-53.5;812.0;99.999;5.0
152;GO;Alto Horizonte;-14.196;-49.34;316.0;99.999;5.0
153;MG;Alto Jequitibá;-20.424;-41.97;663.0;99.999;5.0
154;PI;Alto Longá;-5.251;-42.21;182.0;99.999;5.0
155;MT;Alto Paraguai;-14.5;-56.48;0.0;99.999;5.0
156;RO;Alto Paraíso;-9.751;-63.32;1305.0;99.999;5.0
157;GO;Alto Paraíso de Goiás;-14.133;-47.5;0.0;99.999;5.0
158;PR;Alto Paraná;-23.129;-52.32;407.0;99.999;5.0
159;MA;Alto Parnaíba;-9.111;-45.93;433.0;99.999;5.0
160;PR;Alto Piquiri;-24.028;-53.44;363.0;99.999;5.0
161;MG;Alto Rio Doce;-21.026;-43.41;697.0;99.999;5.0
162;ES;Alto Rio Novo;-19.056;-41.02;585.0;99.999;5.0
163;CE;Alto Santo;-5.5;-38.27;0.0;99.999;5.0
164;MT;Alto Taquari;-17.755;-53.28;875.0;99.999;5.0
165;PI;Altos;-5.038;-42.46;178.0;99.999;5.0
166;SP;Alumínio;-23.5;-47.26;766.0;99.999;5.0
167;AM;Alvarães;-3.221;-64.75;0.0;99.999;5.0
168;MG;Alvarenga;-19.417;-41.73;836.0;99.999;5.0
169;SP;Álvares Florence;-20.321;-49.91;456.0;99.999;5.0
170;SP;Álvares Machado;-22.079;-51.47;356.0;99.999;5.0
171;SP;Álvaro de Carvalho;-22.089;-49.72;539.0;99.999;5.0
172;SP;Alvinlândia;-22.444;-49.76;662.0;99.999;5.0
173;MG;Alvinópolis;-20.107;-43.05;737.0;99.999;5.0
174;RS;Alvorada;-29.99;-51.08;659.0;99.999;5.0
175;TO;Alvorada;-12.48;-49.12;374.0;99.999;5.0
176;MG;Alvorada de Minas;-18.754;-43.37;489.0;99.999;5.0
177;PI;Alvorada do Gurguéia;-8.424;-43.78;414.0;99.999;5.0
178;GO;Alvorada do Norte;-14.481;-46.49;0.0;99.999;5.0
179;PR;Alvorada do Sul;-22.758;-51.23;0.0;99.999;5.0
180;RO;Alvorada d'Oeste;-11.341;-62.29;286.0;99.999;5.0
181;RR;Amajari;3.652;-61.37;0.0;99.999;5.0
182;MS;Amambai;-23.104;-55.23;0.0;99.999;5.0
183;AP;Amapá;2.053;-50.79;34.0;99.998;11.0
184;MA;Amapá do Maranhão;-1.6;-45.93;8.0;99.998;11.0
185;PR;Amaporã;-23.096;-52.79;347.0;99.999;5.0
186;PE;Amaraji;-8.383;-35.45;0.0;99.998;11.0
187;RS;Amaral Ferrador;-30.756;-52.26;0.0;99.999;5.0
188;GO;Amaralina;-13.926;-49.3;351.0;99.999;5.0
189;PI;Amarante;-6.241;-42.76;313.0;99.999;5.0
190;MA;Amarante do Maranhão;-5.6;-46.74;204.0;99.999;5.0
191;BA;Amargosa;-13.03;-39.6;405.0;99.999;5.0
192;AM;Amaturá;-3.364;-68.2;0.0;99.999;5.0
193;BA;Amélia Rodrigues;-12.392;-38.76;108.0;99.998;11.0
194;BA;América Dourada;-11.455;-41.44;797.0;99.999;5.0
195;SP;Americana;-22.754;-47.33;578.0;99.999;5.0
196;GO;Americano do Brasil;-16.255;-49.98;868.0;99.999;5.0
197;SP;Américo Brasiliense;-21.752;-48.1;594.0;99.999;5.0
198;SP;Américo de Campos;-20.299;-49.73;487.0;99.999;5.0
199;RS;Ametista do Sul;-27.361;-53.18;0.0;99.999;5.0
200;CE;Amontada;-3.494;-39.6;18.0;99.999;5.0
201;GO;Amorinópolis;-16.619;-51.09;609.0;99.999;5.0
202;PB;Amparo;-7.6;-37.06;0.0;99.999;5.0
203;SP;Amparo;-22.75;-46.76;599.0;99.999;5.0
204;SE;Amparo de São Francisco;-10.134;-36.93;0.0;99.999;5.0
205;MG;Amparo do Serra;-20.5;-42.75;700.0;99.999;5.0
206;PR;Ampére;-25.915;-53.47;499.0;99.999;5.0
207;AL;Anadia;-9.684;-36.3;0.0;99.998;11.0
208;BA;Anagé;-14.612;-41.14;511.0;99.999;5.0
209;PR;Anahy;-24.752;-53.08;467.0;99.999;5.0
210;PA;Anajás;-0.987;-49.94;26.0;99.998;11.0
211;MA;Anajatuba;-3.264;-44.62;16.0;99.999;5.0
212;SP;Analândia;-22.126;-47.66;729.0;99.999;5.0
213;AM;Anamã;-3.6;-61.4;0.0;99.999;5.0
214;TO;Ananás;-6.365;-48.07;137.0;99.999;5.0
215;PA;Ananindeua;-1.366;-48.37;17.0;99.998;11.0
216;GO;Anápolis;-16.327;-48.95;1111.0;99.999;5.0
217;PA;Anapu;-3.472;-51.2;151.0;99.999;5.0
218;MA;Anapurus;-3.672;-43.12;84.0;99.998;11.0
219;MS;Anastácio;-20.484;-55.75;0.0;99.999;5.0
220;MS;Anaurilândia;-22.188;-52.72;329.0;99.999;5.0
221;ES;Anchieta;-20.755;-40.65;45.0;99.998;11.0
222;SC;Anchieta;-26.5;-53.33;725.0;99.999;5.0
223;BA;Andaraí;-12.755;-41.33;324.0;99.999;5.0
224;PR;Andirá;-23.051;-50.23;426.0;99.999;5.0
225;BA;Andorinha;-10.345;-39.75;466.0;99.999;5.0
226;MG;Andradas;-22.068;-46.6;938.0;99.999;5.0
227;SP;Andradina;-20.756;-51.38;337.0;99.999;5.0
228;RS;André da Rocha;-28.631;-51.6;0.0;99.999;5.0
229;MG;Andrelândia;-21.754;-44.31;1095.0;99.999;5.0
230;SP;Angatuba;-23.49;-48.41;637.0;99.999;5.0
231;MG;Angelândia;-17.602;-42.13;871.0;99.999;5.0
232;MS;Angélica;-22.153;-53.77;348.0;99.999;5.0
233;PE;Angelim;-8.756;-36.29;0.0;99.999;5.0
234;SC;Angelina;-27.6;-48.99;0.0;99.999;5.0
235;BA;Angical;-12.007;-44.69;185.0;99.999;5.0
236;PI;Angical do Piauí;-6.086;-42.74;493.0;99.999;5.0
237;TO;Angico;-6.389;-47.76;0.0;99.999;5.0
238;RN;Angicos;-5.666;-36.6;356.0;99.999;5.0
239;RJ;Angra dos Reis;-23.007;-44.32;944.0;99.998;11.0
240;BA;Anguera;-12.151;-39.25;220.0;99.999;5.0
241;PR;Ângulo;-23.195;-51.92;421.0;99.999;5.0
242;GO;Anhanguera;-18.337;-48.22;640.0;99.999;5.0
243;SP;Anhembi;-22.759;-48.13;492.0;99.999;5.0
244;SP;Anhumas;-22.295;-51.39;413.0;99.999;5.0
245;GO;Anicuns;-16.461;-49.96;745.0;99.999;5.0
246;PI;Anísio de Abreu;-9.189;-43.05;463.0;99.999;5.0
247;SC;Anita Garibaldi;-27.689;-51.13;0.0;99.999;5.0
248;SC;Anitápolis;-27.902;-49.13;0.0;99.999;5.0
249;AM;Anori;-3.757;-61.64;0.0;99.999;5.0
250;RS;Anta Gorda;-28.97;-52.0;0.0;99.999;5.0
251;BA;Antas;-10.4;-38.33;0.0;99.999;5.0
252;PR;Antonina;-25.429;-48.71;357.0;99.999;5.0
253;CE;Antonina do Norte;-6.758;-39.99;9.0;99.999;5.0
254;PI;Antônio Almeida;-7.219;-44.2;234.0;99.999;5.0
255;BA;Antônio Cardoso;-12.435;-39.12;219.0;99.999;5.0
256;MG;Antônio Carlos;-21.318;-43.75;1121.0;99.999;5.0
257;SC;Antônio Carlos;-27.5;-48.77;0.0;99.999;5.0
258;MG;Antônio Dias;-19.653;-42.76;698.0;99.999;5.0
259;BA;Antônio Gonçalves;-10.6;-40.28;828.0;99.999;5.0
260;MS;Antônio João;-22.191;-55.95;0.0;99.999;5.0
261;RN;Antônio Martins;-6.213;-37.91;0.0;99.999;5.0
262;PR;Antônio Olinto;-25.986;-50.2;879.0;99.999;5.0
263;RS;Antônio Prado;-28.756;-51.28;265.0;99.999;5.0
264;MG;Antônio Prado de Minas;-21.016;-42.11;0.0;99.999;5.0
265;PB;Aparecida;-6.758;-38.09;785.0;99.999;5.0
266;SP;Aparecida;-22.755;-45.23;568.0;99.999;5.0
267;GO;Aparecida de Goiânia;-16.755;-49.24;277.0;99.999;5.0
268;GO;Aparecida do Rio Doce;-18.299;-51.15;339.0;99.999;5.0
269;TO;Aparecida do Rio Negro;-9.952;-47.97;382.0;99.999;5.0
270;MS;Aparecida do Taboado;-20.087;-51.09;0.0;99.999;5.0
271;SP;Aparecida d'Oeste;-20.449;-50.76;609.0;99.999;5.0
272;RJ;Aperibé;-21.621;-42.1;124.0;99.999;5.0
273;ES;Apiacá;-21.154;-41.6;265.0;99.998;11.0
274;MT;Apiacás;-9.5;-57.45;0.0;99.999;5.0
275;SP;Apiaí;-24.5;-48.75;911.0;99.999;5.0
276;MA;Apicum-Açu;-1.461;-45.1;8.0;99.998;11.0
277;SC;Apiúna;-27.036;-49.39;0.0;99.999;5.0
278;RN;Apodi;-5.664;-37.8;0.0;99.999;5.0
279;BA;Aporá;-11.66;-38.08;0.0;99.998;11.0
280;GO;Aporé;-18.965;-51.93;669.0;99.999;5.0
281;BA;Apuarema;-13.756;-39.74;270.0;99.999;5.0
282;PR;Apucarana;-23.6;-51.46;756.0;99.999;5.0
283;AM;Apuí;-7.197;-59.76;0.0;99.999;5.0
284;CE;Apuiarés;-3.949;-39.43;88.0;99.999;5.0
285;SE;Aquidabã;-10.281;-37.02;0.0;99.998;11.0
286;MS;Aquidauana;-20.471;-55.79;0.0;99.999;5.0
287;CE;Aquiraz;-3.901;-38.39;0.0;99.998;11.0
288;SC;Arabutã;-27.125;-52.14;0.0;99.999;5.0
289;PB;Araçagi;-6.756;-35.38;0.0;99.998;11.0
290;MG;Araçaí;-19.199;-44.25;721.0;99.999;5.0
291;SE;Aracaju;-10.911;-37.07;0.0;99.998;11.0
292;SP;Araçariguama;-23.439;-47.06;680.0;99.999;5.0
293;BA;Araçás;-12.211;-38.25;0.0;99.998;11.0
294;CE;Aracati;-4.6;-37.77;0.0;99.998;11.0
295;BA;Aracatu;-14.428;-41.46;667.0;99.999;5.0
296;SP;Araçatuba;-21.259;-50.43;343.0;99.999;5.0
297;BA;Araci;-11.333;-38.97;263.0;99.999;5.0
298;MG;Aracitaba;-21.343;-43.38;794.0;99.999;5.0
299;CE;Aracoiaba;-4.371;-38.75;615.0;99.998;11.0
300;PE;Araçoiaba;-7.759;-35.09;111.0;99.998;11.0
301;SP;Araçoiaba da Serra;-23.5;-47.61;0.0;99.999;5.0
302;ES;Aracruz;-19.755;-40.27;36.0;99.998;11.0
303;GO;Araçu;-16.358;-49.68;403.0;99.999;5.0
304;MG;Araçuaí;-16.755;-42.07;689.0;99.999;5.0
305;GO;Aragarças;-15.756;-52.25;326.0;99.999;5.0
306;GO;Aragoiânia;-16.912;-49.45;792.0;99.999;5.0
307;TO;Aragominas;-7.16;-48.5;156.0;99.999;5.0
308;TO;Araguacema;-8.755;-49.6;210.0;99.999;5.0
309;TO;Araguaçu;-12.931;-49.75;250.0;99.999;5.0
310;MT;Araguaiana;-15.753;-51.75;270.0;99.999;5.0
311;TO;Araguaína;-7.191;-48.26;232.0;99.999;5.0
312;MT;Araguainha;-16.756;-53.03;596.0;99.999;5.0
313;MA;Araguanã;-2.953;-45.67;43.0;99.999;5.0
314;TO;Araguanã;-6.6;-48.64;203.0;99.999;5.0
315;GO;Araguapaz;-15.091;-50.63;336.0;99.999;5.0
316;MG;Araguari;-18.647;-48.19;925.0;99.999;5.0
317;TO;Araguatins;-5.651;-48.12;108.0;99.999;5.0
318;MA;Araioses;-2.756;-41.9;3.0;99.998;11.0
319;MS;Aral Moreira;-22.934;-55.64;0.0;99.999;5.0
320;BA;Aramari;-12.082;-38.5;233.0;99.998;11.0
321;RS;Arambaré;-30.915;-51.5;0.0;99.999;5.0
322;MA;Arame;-4.756;-46.01;286.0;99.999;5.0
323;SP;Aramina;-20.09;-47.79;576.0;99.999;5.0
324;SP;Arandu;-23.134;-49.05;614.0;99.999;5.0
325;MG;Arantina;-21.911;-44.26;1073.0;99.999;5.0
326;SP;Arapeí;-22.674;-44.45;506.0;99.999;5.0
327;AL;Arapiraca;-9.755;-36.66;0.0;99.999;5.0
328;TO;Arapoema;-7.658;-49.06;203.0;99.999;5.0
329;MG;Araponga;-20.667;-42.5;1216.0;99.999;5.0
330;PR;Arapongas;-23.419;-51.42;764.0;99.999;5.0
331;MG;Araporã;-18.436;-49.19;553.0;99.999;5.0
332;PR;Arapoti;-24.158;-49.75;695.0;99.999;5.0
333;MG;Arapuá;-19.034;-46.16;906.0;99.999;5.0
334;PR;Arapuã;-24.316;-51.79;610.0;99.999;5.0
335;MT;Araputanga;-15.471;-58.35;0.0;99.999;5.0
336;SC;Araquari;-26.37;-48.72;16.0;99.998;11.0
337;PB;Arara;-6.755;-35.76;0.0;99.999;5.0
338;SC;Araranguá;-28.935;-49.49;0.0;99.999;5.0
339;SP;Araraquara;-21.759;-48.18;680.0;99.999;5.0
340;SP;Araras;-22.357;-47.38;644.0;99.999;5.0
341;CE;Ararendá;-4.755;-40.75;313.0;99.999;5.0
342;MA;Arari;-3.454;-44.78;0.0;99.999;5.0
343;RS;Araricá;-29.614;-50.93;9.0;99.999;5.0
344;CE;Araripe;-7.213;-40.05;746.0;99.999;5.0
345;PE;Araripina;-7.6;-40.5;606.0;99.999;5.0
346;RJ;Araruama;-22.756;-42.34;48.0;99.998;11.0
347;PB;Araruna;-6.6;-35.74;0.0;99.999;5.0
348;PR;Araruna;-23.932;-52.5;586.0;99.999;5.0
349;BA;Arataca;-15.263;-39.41;158.0;99.998;11.0
350;RS;Aratiba;-27.394;-52.3;0.0;99.999;5.0
351;CE;Aratuba;-4.418;-39.05;602.0;99.999;5.0
352;BA;Aratuípe;-13.079;-39.0;115.0;99.998;11.0
353;SE;Arauá;-11.262;-37.62;0.0;99.998;11.0
354;PR;Araucária;-25.6;-49.41;891.0;99.999;5.0
355;MG;Araújos;-19.948;-45.13;810.0;99.999;5.0
356;MG;Araxá;-19.6;-46.94;1026.0;99.999;5.0
357;MG;Arceburgo;-21.364;-46.94;702.0;99.999;5.0
358;SP;Arco-Íris;-21.757;-50.47;391.0;99.999;5.0
359;MG;Arcos;-20.282;-45.5;744.0;99.999;5.0
360;PE;Arcoverde;-8.419;-37.05;0.0;99.999;5.0
361;MG;Areado;-21.359;-46.15;791.0;99.999;5.0
362;RJ;Areal;-22.231;-43.11;558.0;99.999;5.0
363;SP;Arealva;-22.029;-48.91;528.0;99.999;5.0
364;PB;Areia;-6.963;-35.69;0.0;99.998;11.0
365;RN;Areia Branca;-4.956;-37.14;0.0;99.999;5.0
366;SE;Areia Branca;-10.756;-37.32;0.0;99.998;11.0
367;PB;Areia de Baraúnas;-7.123;-36.94;0.0;99.999;5.0
368;PB;Areial;-7.061;-35.93;0.0;99.999;5.0
369;SP;Areias;-22.6;-44.7;689.0;99.999;5.0
370;SP;Areiópolis;-22.668;-48.67;646.0;99.999;5.0
371;MT;Arenápolis;-14.45;-56.75;0.0;99.999;5.0
372;GO;Arenópolis;-16.386;-51.6;390.0;99.999;5.0
373;RN;Arês;-6.194;-35.13;0.0;99.998;11.0
374;MG;Argirita;-21.61;-42.75;273.0;99.999;5.0
375;MG;Aricanduva;-17.756;-42.6;941.0;99.999;5.0
376;MG;Arinos;-15.917;-46.11;535.0;99.999;5.0
377;MT;Aripuanã;-10.126;-59.46;0.0;99.999;5.0
378;RO;Ariquemes;-9.913;-63.04;0.0;99.999;5.0
379;SP;Ariranha;-21.188;-48.79;690.0;99.999;5.0
380;PR;Ariranha do Ivaí;-24.386;-51.6;555.0;99.999;5.0
381;RJ;Armação de Búzios;-22.755;-41.76;0.0;99.998;11.0
382;SC;Armazém;-28.262;-49.02;0.0;99.999;5.0
383;CE;Arneiroz;-6.324;-40.13;406.0;99.999;5.0
384;PI;Aroazes;-6.119;-41.79;228.0;99.999;5.0
385;PB;Aroeiras;-7.5;-35.71;0.0;99.999;5.0
386;PI;Arraial;-6.655;-42.5;2.0;99.999;5.0
387;RJ;Arraial do Cabo;-22.966;-42.03;167.0;99.998;11.0
388;TO;Arraias;-12.931;-46.94;404.0;99.999;5.0
389;RS;Arroio do Meio;-29.401;-51.95;0.0;99.999;5.0
390;RS;Arroio do Sal;-29.6;-49.76;0.0;99.999;5.0
391;RS;Arroio do Tigre;-29.333;-53.09;0.0;99.999;5.0
392;RS;Arroio dos Ratos;-30.077;-51.73;0.0;99.999;5.0
393;RS;Arroio Grande;-32.238;-53.09;0.0;99.999;5.0
394;SC;Arroio Trinta;-26.933;-51.34;0.0;99.999;5.0
395;SP;Artur Nogueira;-22.6;-47.17;617.0;99.999;5.0
396;GO;Aruanã;-14.92;-51.08;251.0;99.999;5.0
397;SP;Arujá;-23.396;-46.32;831.0;99.999;5.0
398;SC;Arvoredo;-27.074;-52.46;0.0;99.999;5.0
399;RS;Arvorezinha;-28.756;-52.18;0.0;99.999;5.0
400;SC;Ascurra;-26.955;-49.38;0.0;99.999;5.0
401;SP;Aspásia;-20.159;-50.73;401.0;99.999;5.0
402;PR;Assaí;-23.373;-50.75;464.0;99.999;5.0
403;CE;Assaré;-6.756;-39.76;460.0;99.999;5.0
404;SP;Assis;-22.662;-50.41;0.0;99.999;5.0
405;AC;Assis Brasil;-10.941;-69.6;345.0;99.999;5.0
406;PR;Assis Chateaubriand;-24.42;-53.5;545.0;99.999;5.0
407;PB;Assunção;-7.074;-36.73;538.0;99.999;5.0
408;PI;Assunção do Piauí;-5.756;-41.04;0.0;99.999;5.0
409;MG;Astolfo Dutra;-21.315;-42.76;308.0;99.999;5.0
410;PR;Astorga;-23.233;-51.67;572.0;99.999;5.0
411;AL;Atalaia;-9.5;-36.02;0.0;99.998;11.0
412;PR;Atalaia;-23.151;-52.05;0.0;99.999;5.0
413;AM;Atalaia do Norte;-4.372;-70.19;458.0;99.999;5.0
414;SC;Atalanta;-27.42;-49.78;0.0;99.999;5.0
415;MG;Ataléia;-18.044;-41.11;253.0;99.999;5.0
416;SP;Atibaia;-23.117;-46.6;776.0;99.999;5.0
417;ES;Atilio Vivacqua;-20.914;-41.2;107.0;99.998;11.0
418;TO;Augustinópolis;-5.466;-47.76;143.0;99.999;5.0
419;PA;Augusto Corrêa;-1.022;-46.64;21.0;99.998;11.0
420;MG;Augusto de Lima;-18.109;-44.27;652.0;99.999;5.0
421;RS;Augusto Pestana;-28.5;-53.99;0.0;99.999;5.0
422;RN;Augusto Severo;-5.756;-37.31;0.0;99.999;5.0
423;RS;Áurea;-27.697;-52.05;0.0;99.999;5.0
424;BA;Aurelino Leal;-14.317;-39.33;104.0;99.998;11.0
425;SP;Auriflama;-20.686;-50.6;429.0;99.999;5.0
426;GO;Aurilândia;-16.682;-50.46;551.0;99.999;5.0
427;CE;Aurora;-6.943;-38.97;39.0;99.999;5.0
428;SC;Aurora;-27.315;-49.64;516.0;99.999;5.0
429;PA;Aurora do Pará;-2.134;-47.6;305.0;99.999;5.0
430;TO;Aurora do Tocantins;-12.751;-46.41;0.0;99.999;5.0
431;AM;Autazes;-3.6;-59.13;0.0;99.999;5.0
432;SP;Avaí;-22.147;-49.33;506.0;99.999;5.0
433;SP;Avanhandava;-21.461;-49.95;437.0;99.999;5.0
434;SP;Avaré;-23.099;-48.93;839.0;99.999;5.0
435;PA;Aveiro;-3.606;-55.33;0.0;99.999;5.0
436;PI;Avelino Lopes;-10.137;-43.95;422.0;99.999;5.0
437;GO;Avelinópolis;-16.466;-49.76;723.0;99.999;5.0
438;MA;Axixá;-2.755;-44.05;211.0;99.998;11.0
439;TO;Axixá do Tocantins;-5.616;-47.79;14.0;99.999;5.0
440;TO;Babaçulândia;-7.255;-47.76;238.0;99.999;5.0
441;MA;Bacabal;-4.292;-44.79;18.0;99.999;5.0
442;MA;Bacabeira;-2.971;-44.32;4.0;99.998;11.0
443;MA;Bacuri;-1.75;-45.13;14.0;99.998;11.0
444;MA;Bacurituba;-2.751;-44.74;4.0;99.998;11.0
445;SP;Bady Bassitt;-20.918;-49.45;526.0;99.999;5.0
446;MG;Baependi;-21.959;-44.76;933.0;99.999;5.0
447;RS;Bagé;-31.331;-54.11;0.0;99.999;5.0
448;PA;Bagre;-1.756;-50.13;23.0;99.999;5.0
449;PB;Baía da Traição;-6.688;-34.94;0.0;99.997;16.0
450;RN;Baía Formosa;-6.369;-35.01;0.0;99.998;11.0
451;BA;Baianópolis;-12.306;-44.5;780.0;99.999;5.0
452;PA;Baião;-2.759;-49.67;7.0;99.999;5.0
453;BA;Baixa Grande;-11.96;-40.13;499.0;99.999;5.0
454;PI;Baixa Grande do Ribeiro;-7.756;-45.21;359.0;99.999;5.0
455;CE;Baixio;-6.753;-38.72;263.0;99.999;5.0
456;ES;Baixo Guandu;-19.5;-41.02;140.0;99.999;5.0
457;SP;Balbinos;-21.756;-49.36;439.0;99.999;5.0
458;MG;Baldim;-19.288;-43.96;774.0;99.999;5.0
459;GO;Baliza;-16.196;-52.5;585.0;99.999;5.0
460;SC;Balneário Arroio do Silva;-28.984;-49.41;0.0;99.999;5.0
461;SC;Balneário Barra do Sul;-26.456;-48.61;11.0;99.998;11.0
