;0;5;10;20;30;60;90
250;286.42;286.008;285.039;277.473;261.966;218.724;203.314
251;286.42;286.008;285.132;277.686;262.41;219.448;204.027
252;286.42;286.008;285.224;277.9;262.787;220.095;204.74
253;286.42;286.008;285.317;278.113;263.134;220.742;205.453
254;286.42;286.008;285.409;278.326;263.481;221.389;206.166
255;286.42;286.008;285.502;278.539;263.827;222.036;206.879
256;286.42;286.008;285.594;278.738;264.174;222.683;207.592
257;286.42;286.008;285.597;278.931;264.52;223.33;208.305
258;286.42;286.008;285.597;279.124;264.93;223.977;209.018
259;286.42;286.008;285.597;279.317;265.361;224.624;209.731
260;286.42;286.008;285.597;279.51;265.793;225.287;210.444
261;286.42;286.008;285.597;279.703;266.224;225.997;211.157
262;286.42;286.008;285.597;279.896;266.655;226.707;211.87
263;286.42;286.008;285.597;280.088;267.086;227.417;212.583
264;286.42;286.008;285.537;280.273;267.514;228.126;213.316
265;286.42;286.008;285.471;280.417;267.883;228.836;214.141
266;286.435;286.008;285.406;280.562;268.253;229.546;214.966
267;286.484;286.008;285.341;280.707;268.623;230.256;215.792
268;286.532;286.008;285.276;280.851;268.992;230.966;216.617
269;286.58;286.008;285.21;280.996;269.362;231.675;217.442
270;286.628;286.008;285.225;281.141;269.732;232.414;218.268
271;286.676;286.008;285.29;281.285;270.102;233.154;219.093
272;286.725;286.008;285.356;281.43;270.471;233.893;219.918
273;286.773;286.008;285.421;281.6;270.841;234.632;220.744
274;286.821;286.008;285.486;281.785;271.211;235.372;221.569
275;286.831;286.008;285.551;281.97;271.58;236.111;222.394
276;286.831;286.008;285.617;282.155;271.95;236.85;223.22
277;286.831;286.008;285.682;282.34;272.32;237.58;224.045
278;286.831;286.008;285.747;282.525;272.652;238.266;224.871
279;286.831;286.008;285.812;282.71;272.969;238.953;225.696
280;286.831;286.008;285.878;282.767;273.286;239.639;226.526
281;286.831;286.008;285.943;282.82;273.603;240.326;227.374
282;286.831;286.008;286.008;282.873;273.919;241.013;228.222
283;286.831;286.008;286.073;282.925;274.236;241.699;229.071
284;286.831;286.008;286.138;282.978;274.553;242.386;229.919
285;286.831;286.008;286.204;283.031;274.87;243.12;230.767
286;286.831;286.008;286.269;283.084;275.22;243.927;231.615
287;286.822;286.008;286.334;283.138;275.573;244.733;232.463
288;286.766;286.008;286.399;283.2;275.926;245.54;233.311
289;286.711;286.008;286.42;283.261;276.279;246.346;234.159
290;286.655;286.008;286.42;283.323;276.631;247.153;235.007
291;286.6;286.008;286.42;283.385;276.984;247.96;235.855
292;286.544;286.008;286.42;283.446;277.337;248.766;236.703
293;286.489;286.008;286.42;283.508;277.69;249.587;237.669
294;286.434;286.008;286.42;283.594;277.986;250.455;238.711
295;286.42;286.008;286.42;283.705;278.263;251.323;239.753
296;286.42;286.008;286.42;283.816;278.541;252.191;240.795
297;286.42;286.008;286.42;283.927;278.818;253.059;241.836
298;286.42;286.008;286.42;284.037;279.095;253.927;242.878
299;286.42;286.008;286.42;284.148;279.372;254.795;243.92
300;286.42;286.008;286.42;284.259;279.65;255.663;244.962
301;286.42;286.008;286.48;284.371;279.943;256.531;246.004
302;286.42;286.008;286.554;284.487;280.269;257.525;247.046
303;286.42;286.008;286.628;284.604;280.595;258.572;248.087
304;286.42;286.008;286.702;284.721;280.922;259.62;249.129
305;286.42;286.008;286.776;284.838;281.248;260.667;250.322
306;286.42;286.008;286.815;284.954;281.574;261.714;251.781
307;286.42;286.008;286.75;285.071;281.9;262.762;253.241
308;286.421;286.008;286.685;285.187;282.195;263.822;254.7
309;286.483;286.008;286.619;285.252;282.491;265.449;256.159
310;286.544;286.008;286.554;285.317;282.787;267.075;257.619
311;286.606;286.008;286.489;285.382;283.083;268.702;259.078
312;286.668;286.008;286.424;285.448;283.378;270.329;260.724
313;286.729;286.008;286.42;285.513;283.695;271.955;262.784
314;286.791;286.008;286.42;285.578;284.036;273.576;264.844
315;286.831;286.008;286.42;285.646;284.377;275.189;267.545
316;286.831;286.008;286.42;285.716;284.719;276.802;270.502
317;286.831;286.008;286.42;285.785;285.06;278.415;273.46
318;286.831;286.008;286.42;285.854;285.326;279.891;276.417
319;286.831;286.008;286.42;285.923;285.547;281.139;279.181
320;286.831;286.008;286.42;285.993;285.769;282.387;281.399
321;286.803;286.008;286.42;286.087;285.991;283.528;283.279
