UF;city;Lat;Long;height
MG;Boa Esperança;-21.09;-45.6;476
PR;Boa Esperança;-24.242;-52.79;146
PR;Boa Esperança do Iguaçu;-25.636;-53.21;864
SP;Boa Esperança do Sul;-21.993;-48.39;545
PI;Boa Hora;-4.411;-42.09;120
BA;Boa Nova;-14.363;-40.26;851
PB;Boa Ventura;-7.414;-38.22;917
PR;Boa Ventura de São Roque;-24.756;-51.63;0
CE;Boa Viagem;-5.128;-39.73;310
PB;Boa Vista;-7.259;-36.24;435
RR;Boa Vista;2.755;-60.67;0
PR;Boa Vista da Aparecida;-25.436;-53.41;0
RS;Boa Vista das Missões;-27.663;-53.31;22
RS;Boa Vista do Buricá;-27.669;-54.11;0
MA;Boa Vista do Gurupi;-1.759;-46.3;0
AM;Boa Vista do Ramos;-2.97;-57.6;376
RS;Boa Vista do Sul;-29.351;-51.68;0
BA;Boa Vista do Tupim;-12.66;-40.61;0
AL;Boca da Mata;-9.641;-36.22;0
AM;Boca do Acre;-8.755;-67.4;0
PI;Bocaina;-6.943;-41.32;1305
SP;Bocaina;-22.136;-48.5;0
MG;Bocaina de Minas;-22.126;-44.39;264
SC;Bocaina do Sul;-27.754;-49.94;488
MG;Bocaiúva;-17.108;-43.75;943
PR;Bocaiúva do Sul;-25.256;-49.12;741
RN;Bodó;-5.988;-36.41;514
PE;Bodocó;-7.758;-39.94;0
MS;Bodoquena;-20.5;-56.72;0
SP;Bofete;-23.102;-48.26;542
SP;Boituva;-23.283;-47.67;644
PE;Bom Conselho;-9.126;-36.68;0
MG;Bom Despacho;-19.754;-45.25;678
MA;Bom Jardim;-4.754;-44.35;0
PE;Bom Jardim;-7.76;-35.6;419
RJ;Bom Jardim;-22.152;-42.42;1231
SC;Bom Jardim da Serra;-28.337;-49.62;219
GO;Bom Jardim de Goiás;-16.26;-52.17;0
MG;Bom Jardim de Minas;-21.947;-44.19;590
PB;Bom Jesus;-6.755;-38.66;435
PI;Bom Jesus;-9.074;-44.36;993
RN;Bom Jesus;-5.984;-35.6;769
RS;Bom Jesus;-28.668;-50.42;273
SC;Bom Jesus;-26.753;-52.39;641
BA;Bom Jesus da Lapa;-13.255;-43.42;679
MG;Bom Jesus da Penha;-21.017;-46.5;511
BA;Bom Jesus da Serra;-14.374;-40.5;90
MA;Bom Jesus das Selvas;-4.42;-46.77;245
GO;Bom Jesus de Goiás;-18.214;-49.74;0
MG;Bom Jesus do Amparo;-19.75;-43.47;551
MG;Bom Jesus do Galho;-19.755;-42.32;151
RJ;Bom Jesus do Itabapoana;-21.134;-41.68;288
ES;Bom Jesus do Norte;-21.132;-41.68;775
SC;Bom Jesus do Oeste;-26.69;-53.1;325
PR;Bom Jesus do Sul;-26.193;-53.6;456
PA;Bom Jesus do Tocantins;-5.051;-48.61;0
TO;Bom Jesus do Tocantins;-8.965;-48.13;0
SP;Bom Jesus dos Perdões;-23.135;-46.47;0
MA;Bom Lugar;-4.22;-45.04;52
RS;Bom Princípio;-29.489;-51.35;53
PI;Bom Princípio do Piauí;-3.191;-41.64;0
RS;Bom Progresso;-27.5;-53.76;0
MG;Bom Repouso;-22.471;-46.15;1438
SC;Bom Retiro;-27.76;-49.49;0
RS;Bom Retiro do Sul;-29.609;-51.94;0
MG;Bom Sucesso;-21.033;-44.76;1001
PB;Bom Sucesso;-6.445;-37.93;615
PR;Bom Sucesso;-23.751;-51.76;883
SP;Bom Sucesso de Itararé;-24.318;-49.14;0
PR;Bom Sucesso do Sul;-26.076;-52.75;529
SC;Bombinhas;-27.132;-48.5;0
MG;Bonfim;-20.327;-44.24;409
RR;Bonfim;3.36;-59.75;832
PI;Bonfim do Piauí;-9.126;-42.76;0
GO;Bonfinópolis;-16.618;-48.96;839
MG;Bonfinópolis de Minas;-16.6;-45.99;883
BA;Boninal;-12.75;-41.75;990
BA;Bonito;-11.969;-41.27;808
MS;Bonito;-21.121;-56.48;0
PA;Bonito;-1.363;-47.31;953
PE;Bonito;-8.47;-35.73;0
MG;Bonito de Minas;-15.323;-44.75;67
PB;Bonito de Santa Fé;-7.313;-38.5;0
GO;Bonópolis;-13.636;-49.75;258
PB;Boqueirão;-7.482;-36.14;0
RS;Boqueirão do Leão;-29.304;-52.43;106
PI;Boqueirão do Piauí;-4.487;-42.07;0
SE;Boquim;-11.147;-37.62;0
BA;Boquira;-12.755;-42.73;544
SP;Borá;-22.27;-50.5;493
SP;Boracéia;-22.193;-48.78;479
AM;Borba;-4.388;-59.6;0
PB;Borborema;-6.755;-35.6;0
SP;Borborema;-21.62;-49.07;415
MG;Borda da Mata;-22.274;-46.13;859
SP;Borebi;-22.6;-48.97;660
PR;Borrazópolis;-23.941;-51.6;622
RS;Bossoroca;-28.753;-54.9;0
MG;Botelhos;-21.633;-46.4;1031
SP;Botucatu;-22.756;-48.45;812
MG;Botumirim;-16.756;-43.01;830
BA;Botuporã;-13.382;-42.5;656
SC;Botuverá;-27.199;-49.07;0
SC;Braço do Norte;-28.275;-49.13;0
SC;Braço do Trombudo;-27.358;-49.76;0
RS;Braga;-27.614;-53.74;818
PA;Bragança;-1.054;-46.77;28
SP;Bragança Paulista;-22.952;-46.5;611
PR;Braganey;-24.755;-53.12;0
AL;Branquinha;-9.246;-36.02;0
MG;Brás Pires;-20.921;-43.24;659
PA;Brasil Novo;-3.305;-53.5;192
MS;Brasilândia;-21.256;-52.04;517
MG;Brasilândia de Minas;-17.01;-46.01;335
PR;Brasilândia do Sul;-24.197;-53.5;220
TO;Brasilândia do Tocantins;-8.388;-48.48;392
AC;Brasiléia;-11.016;-68.75;0
PI;Brasileira;-4.132;-41.78;130
DF;Brasília;-15.758;-47.93;783
MG;Brasília de Minas;-16.256;-44.43;1075
MT;Brasnorte;-12.155;-57.98;0
MG;Brasópolis;-22.474;-45.61;0
SP;Braúna;-21.499;-50.32;492
MG;Braúnas;-19.056;-42.72;473
GO;Brazabrantes;-16.431;-49.39;822
PE;Brejão;-9.03;-36.6;0
ES;Brejetuba;-20.146;-41.29;755
PE;Brejinho;-7.349;-37.29;261
RN;Brejinho;-6.191;-35.36;0
TO;Brejinho de Nazaré;-11;-48.6;0
MA;Brejo;-3.684;-42.75;380
SP;Brejo Alegre;-21.126;-50.19;0
PE;Brejo da Madre de Deus;-8.146;-36.37;176
MA;Brejo de Areia;-4.112;-45.5;0
PB;Brejo do Cruz;-6.349;-37.5;382
PI;Brejo do Piauí;-8.214;-42.75;0
PB;Brejo dos Santos;-6.377;-37.75;167
SE;Brejo Grande;-10.429;-36.47;0
PA;Brejo Grande do Araguaia;-5.699;-48.41;435
CE;Brejo Santo;-7.493;-38.99;698
BA;Brejões;-13.104;-39.8;465
BA;Brejolândia;-12.483;-43.97;79
PA;Breu Branco;-4.068;-49.64;44
PA;Breves;-1.682;-50.48;14
GO;Britânia;-15.241;-51.13;276
RS;Brochier;-29.5;-51.6;0
SP;Brodósqui;-20.991;-47.66;0
SP;Brotas;-22.284;-48.13;878
BA;Brotas de Macaúbas;-11.999;-42.63;673
MG;Brumadinho;-20.143;-44.2;817
BA;Brumado;-14.254;-41.67;737
SC;Brunópolis;-27.306;-50.76;0
SC;Brusque;-27.098;-48.92;0
MG;Bueno Brandão;-22.441;-46.35;1231
MG;Buenópolis;-17.756;-44.18;625
AR;Buenos Aires;-34.36;-58.27;0
PE;Buenos Aires;-7.753;-35.33;0
BA;Buerarema;-14.959;-39.3;139
MG;Bugre;-19.426;-42.24;262
PE;Buíque;-8.623;-37.16;0
AC;Bujari;-9.755;-67.95;0
PA;Bujaru;-1.5;-48.04;31
SP;Buri;-23.76;-48.6;607
SP;Buritama;-21.066;-50.15;406
MA;Buriti;-3.942;-42.93;746
GO;Buriti Alegre;-18.14;-49.04;194
MA;Buriti Bravo;-5.755;-43.75;556
GO;Buriti de Goiás;-16.181;-50.43;118
TO;Buriti do Tocantins;-5.315;-48.23;73
PI;Buriti dos Lopes;-3.175;-41.76;301
PI;Buriti dos Montes;-5.312;-41.1;333
MA;Buriticupu;-4.346;-46.4;117
GO;Buritinópolis;-14.457;-46.44;693
BA;Buritirama;-10.751;-43.63;564
MA;Buritirama;-5.6;-47.02;0
MG;Buritis;-15.618;-46.42;606
RO;Buritis;-10.212;-63.75;0
SP;Buritizal;-20.191;-47.71;780
MG;Buritizeiro;-17.351;-44.96;716
RS;Butiá;-30.12;-51.96;0
AM;Caapiranga;-3.328;-61.26;0
PB;Caaporã;-7.5;-34.91;0
MS;Caarapó;-22.634;-54.75;0
BA;Caatiba;-14.977;-40.41;323
PB;Cabaceiras;-7.489;-36.29;216
BA;Cabaceiras do Paraguaçu;-12.5;-39.19;0
MG;Cabeceira Grande;-16.03;-47.09;839
GO;Cabeceiras;-15.755;-46.93;107
PI;Cabeceiras do Piauí;-4.476;-42.31;917
PB;Cabedelo;-6.981;-34.75;0
RO;Cabixi;-13.498;-60.6;0
PE;Cabo de Santo Agostinho;-8.287;-35.04;0
RJ;Cabo Frio;-22.756;-42.02;6
MG;Cabo Verde;-21.472;-46.4;879
SP;Cabrália Paulista;-22.456;-49.34;551
SP;Cabreúva;-23.308;-47.13;794
PE;Cabrobó;-8.5;-39.31;386
SC;Caçador;-26.758;-51.02;0
SP;Caçapava;-23.101;-45.71;0
RS;Caçapava do Sul;-30.5;-53.49;564
RO;Cacaulândia;-10.339;-62.76;0
RS;Cacequi;-29.756;-54.75;0
MT;Cáceres;-16.071;-57.68;0
BA;Cachoeira;-12.618;-38.96;562
GO;Cachoeira Alta;-18.756;-50.94;690
MG;Cachoeira da Prata;-19.5;-44.45;710
GO;Cachoeira de Goiás;-16.668;-50.65;845
MG;Cachoeira de Minas;-22.355;-45.78;759
MG;Cachoeira de Pajeú;-15.966;-41.5;5
PA;Cachoeira do Arari;-1.011;-48.96;40
PA;Cachoeira do Piriá;-1.756;-46.5;0
RS;Cachoeira do Sul;-30.039;-52.76;0
PB;Cachoeira dos µndios;-6.927;-38.67;411
GO;Cachoeira Dourada;-18.492;-49.48;481
MG;Cachoeira Dourada;-18.5;-49.5;64
MA;Cachoeira Grande;-2.927;-44.06;571
SP;Cachoeira Paulista;-22.665;-45.01;25
RJ;Cachoeiras de Macacu;-22.463;-42.65;33
PE;Cachoeirinha;-8.486;-36.23;0
RS;Cachoeirinha;-29.951;-51.09;0
TO;Cachoeirinha;-6.122;-47.92;231
ES;Cachoeiro de Itapemirim;-20.755;-41.11;90
PB;Cacimba de Areia;-7.129;-37.16;0
PB;Cacimba de Dentro;-6.642;-35.79;0
PB;Cacimbas;-7.211;-37.06;0
AL;Cacimbinhas;-9.4;-36.99;0
RS;Cacique Doble;-27.757;-51.66;0
RO;Cacoal;-11.439;-61.45;0
SP;Caconde;-21.5;-46.64;824
GO;Caçu;-18.6;-51.13;534
BA;Caculé;-14.5;-42.22;645
BA;Caém;-11.091;-40.44;423
MG;Caetanópolis;-19.295;-44.42;762
BA;Caetanos;-14.338;-40.91;414
MG;Caeté;-19.756;-43.67;1037
PE;Caetés;-8.757;-36.62;0
BA;Caetité;-14.069;-42.48;888
BA;Cafarnaum;-11.694;-41.47;785
PR;Cafeara;-22.759;-51.72;427
PR;Cafelândia;-24.618;-53.32;572
SP;Cafelândia;-21.755;-49.61;435
PR;Cafezal do Sul;-23.902;-53.5;308
SP;Caiabu;-22.012;-51.24;402
MG;Caiana;-20.696;-41.93;860
GO;Caiapônia;-16.957;-51.75;705
RS;Caibaté;-28.288;-54.64;0
SC;Caibi;-27.072;-53.25;0
PB;Caiçara;-6.615;-35.47;0
RS;Caiçara;-27.274;-53.43;0
RN;Caiçara do Norte;-5.064;-36.06;0
RN;Caiçara do Rio do Vento;-5.756;-36;0
RN;Caicó;-6.458;-37.1;0
SP;Caieiras;-23.364;-46.74;782
BA;Cairu;-13.487;-39.04;4
SP;Caiuá;-21.755;-52;341
SP;Cajamar;-23.356;-46.76;807
MA;Cajapió;-2.756;-44.67;10
MA;Cajari;-3.321;-45.01;9
SP;Cajati;-24.754;-48.12;109
PB;Cajazeiras;-6.756;-38.6;170
PI;Cajazeiras do Piauí;-6.757;-42.39;310
PB;Cajazeirinhas;-6.961;-37.75;0
SP;Cajobi;-20.756;-48.75;515
AL;Cajueiro;-9.397;-36.15;21
PI;Cajueiro da Praia;-2.928;-41.34;0
MG;Cajuri;-20.759;-42.8;727
SP;Cajuru;-21.275;-47.3;797
PE;Calçado;-8.754;-36.33;0
AP;Calçoene;2.498;-50.95;0
MG;Caldas;-21.924;-46.39;0
PB;Caldas Brandão;-7.103;-35.33;695
GO;Caldas Novas;-17.754;-48.63;1119
GO;Caldazinha;-16.751;-49;712
BA;Caldeirão Grande;-11.02;-40.3;616
PI;Caldeirão Grande do Piauí;-7.332;-40.64;408
PR;Califórnia;-23.65;-51.36;688
SC;Calmon;-26.6;-51.1;0
PE;Calumbi;-7.941;-38.15;0
BA;Camacan;-15.419;-39.5;143
BA;Camaçari;-12.698;-38.32;0
MG;Camacho;-20.625;-45.16;986
PB;Camalaú;-7.756;-36.75;0
BA;Camamu;-13.945;-39.1;153
MG;Camanducaia;-22.756;-46.14;1452
MS;Camapuã;-19.5;-54.04;561
RS;Camaquã;-30.756;-51.75;0
PE;Camaragibe;-8.022;-34.98;0
RS;Camargo;-28.6;-52.25;0
PR;Cambará;-23.046;-50.07;0
RS;Cambará do Sul;-29.048;-50.14;406
PR;Cambé;-23.276;-51.28;562
PR;Cambira;-23.6;-51.6;631
SC;Camboriú;-27.025;-48.65;0
RJ;Cambuci;-21.6;-41.91;747
MG;Cambuí;-22.612;-46.06;891
MG;Cambuquira;-21.756;-45.3;896
PA;Cametá;-2.244;-49.5;10
CE;Camocim;-2.902;-40.75;0
PE;Camocim de São Félix;-8.359;-35.76;6
MG;Campanário;-18.239;-41.75;296
MG;Campanha;-21.755;-45.4;916
AL;Campestre;-8.755;-35.6;0
MG;Campestre;-21.751;-46.25;690
RS;Campestre da Serra;-28.759;-51.09;185
GO;Campestre de Goiás;-16.756;-49.69;0
MA;Campestre do Maranhão;-6.172;-47.36;1119
PR;Campina da Lagoa;-24.6;-52.8;568
RS;Campina das Missões;-27.989;-54.75;0
SP;Campina do Monte Alegre;-23.6;-48.48;600
PR;Campina do Simão;-25.079;-51.75;1104
PB;Campina Grande;-7.231;-35.76;1096
PR;Campina Grande do Sul;-25.306;-49.06;0
MG;Campina Verde;-19.5;-49.49;632
GO;Campinaçu;-13.759;-48.6;776
MT;Campinápolis;-14.5;-52.76;523
SP;Campinas;-22.906;-47.06;252
PI;Campinas do Piauí;-7.66;-41.76;0
RS;Campinas do Sul;-27.752;-52.63;641
GO;Campinorte;-14.311;-49.15;635
AL;Campo Alegre;-9.758;-36.35;887
SC;Campo Alegre;-26.193;-49.27;473
GO;Campo Alegre de Goiás;-17.633;-47.78;407
BA;Campo Alegre de Lourdes;-9.5;-43.01;0
PI;Campo Alegre do Fidalgo;-8.376;-41.75;864
MG;Campo Azul;-16.5;-44.75;679
MG;Campo Belo;-20.756;-45.28;0
SC;Campo Belo do Sul;-27.756;-50.76;817
RS;Campo Bom;-29.679;-51.05;0
PR;Campo Bonito;-25.031;-52.99;671
SE;Campo do Brito;-10.753;-37.49;0
MG;Campo do Meio;-21.107;-45.75;784
PR;Campo do Tenente;-25.978;-49.68;849
SC;Campo Erê;-26.394;-53.08;880
MG;Campo Florido;-19.756;-48.6;648
BA;Campo Formoso;-10.5;-40.32;544
AL;Campo Grande;-9.958;-36.79;394
MS;Campo Grande;-20.443;-54.65;0
PI;Campo Grande do Piauí;-7.132;-41.04;463
PR;Campo Largo;-25.459;-49.5;110
PI;Campo Largo do Piauí;-3.755;-42.63;768
SP;Campo Limpo Paulista;-23.256;-46.78;826
PR;Campo Magro;-25.369;-49.45;796
PI;Campo Maior;-4.755;-42.13;131
PR;Campo Mourão;-24.046;-52.38;587
RS;Campo Novo;-27.675;-53.75;0
RO;Campo Novo de Rondônia;-10.6;-63.61;0
MT;Campo Novo do Parecis;-13.675;-57.76;0
RN;Campo Redondo;-6.241;-36.18;0
MT;Campo Verde;-15.5;-55.13;0
MG;Campos Altos;-19.696;-46.17;983
GO;Campos Belos;-13.037;-46.77;691
RS;Campos Borges;-28.756;-53;0
MT;Campos de Júlio;-13.756;-59.15;0
SP;Campos do Jordão;-22.754;-45.6;1593
RJ;Campos dos Goytacazes;-21.755;-41.32;9
MG;Campos Gerais;-21.235;-45.76;860
TO;Campos Lindos;-7.994;-46.76;424
SC;Campos Novos;-27.402;-51.23;460
SP;Campos Novos Paulista;-22.603;-50;0
CE;Campos Sales;-7.074;-40.38;555
GO;Campos Verdes;-14.258;-49.66;343
PE;Camutanga;-7.407;-35.27;0
MT;Cana Brava do Norte;-11.054;-51.75;0
MG;Cana Verde;-21.021;-45.18;820
MG;Canaã;-20.686;-42.62;234
PA;Canaã dos Carajás;-6.497;-49.76;736
SP;Cananéia;-25.015;-47.93;0
AL;Canapi;-9.117;-37.6;0
BA;Canápolis;-13.07;-44.25;714
MG;Canápolis;-18.753;-49.25;579
BA;Canarana;-11.685;-41.77;772
MT;Canarana;-13.6;-52.27;378
SP;Canas;-22.75;-45.06;574
PI;Canavieira;-7.688;-43.72;234
BA;Canavieiras;-15.675;-38.95;6
BA;Candeal;-11.755;-39.12;221
BA;Candeias;-12.668;-38.6;0
MG;Candeias;-20.757;-45.28;0
RO;Candeias do Jamari;-8.755;-63.7;976
RS;Candelária;-29.669;-52.79;0
BA;Candiba;-14.411;-42.76;576
PR;Cândido de Abreu;-24.6;-51.33;620
RS;Cândido Godói;-27.952;-54.75;0
MA;Cândido Mendes;-1.447;-45.72;22
SP;Cândido Mota;-22.755;-50.39;479
SP;Cândido Rodrigues;-21.325;-48.63;551
BA;Cândido Sales;-15.5;-41.24;823
RS;Candiota;-31.6;-53.67;0
PR;Candói;-25.6;-52.06;878
RS;Canela;-29.366;-50.75;0
SC;Canelinha;-27.265;-48.77;0
RN;Canguaretama;-6.38;-35.13;0
RS;Canguçu;-31.395;-52.68;0
SE;Canhoba;-10.138;-36.98;0
PE;Canhotinho;-8.756;-36.19;0
CE;Canindé;-4.359;-39.31;0
SE;Canindé de São Francisco;-9.66;-37.79;244
SP;Canitar;-23.006;-49.78;507
RS;Canoas;-29.918;-51.18;0
SC;Canoinhas;-26.177;-50.39;769
BA;Cansanção;-10.667;-39.5;407
RR;Cantá;2.61;-60.6;645
MG;Cantagalo;-18.5;-42.63;866
PR;Cantagalo;-25.374;-52.13;455
RJ;Cantagalo;-21.981;-42.37;51
MA;Cantanhede;-3.633;-44.38;0
PI;Canto do Buriti;-8.11;-42.94;491
BA;Canudos;-9.756;-39.03;441
AM;Canutama;-6.5;-64.38;0
PA;Capanema;-1.196;-47.18;27
PR;Capanema;-25.672;-53.75;273
SC;Capão Alto;-27.937;-50.5;0
SP;Capâo Bonito;-24.006;-48.35;677
RS;Capão da Canoa;-29.755;-50.01;0
RS;Capão do Leão;-31.756;-52.48;0
MG;Caparaó;-20.5;-41.9;896
AL;Capela;-9.408;-36.07;0
SE;Capela;-10.5;-37.05;356
RS;Capela de Santana;-29.75;-51.32;601
SP;Capela do Alto;-23.471;-47.73;787
BA;Capela do Alto Alegre;-11.668;-39.75;0
MG;Capela Nova;-20.923;-43.62;0
MG;Capelinha;-17.691;-42.5;897
MG;Capetinga;-20.616;-47.05;814
PB;Capim;-6.916;-35.17;855
MG;Capim Branco;-19.5;-44.12;407
BA;Capim Grosso;-11.381;-40.01;0
MG;Capinópolis;-18.682;-49.6;530
SC;Capinzal;-27.344;-51.61;109
MA;Capinzal do Norte;-4.753;-44.33;0
CE;Capistrano;-4.47;-38.9;148
RS;Capitão;-29.269;-51.99;223
MG;Capitão Andrade;-19.068;-41.76;169
PI;Capitão de Campos;-4.457;-41.94;602
MG;Capitão Enéas;-16.324;-43.71;348
PI;Capitão Gervásio Oliveira;-8.49;-41.75;359
PR;Capitão Leônidas Marques;-25.479;-53.61;63
PA;Capitão Poço;-1.755;-47.06;0
MG;Capitólio;-20.615;-46.05;930
SP;Capivari;-22.995;-47.5;0
SC;Capivari de Baixo;-28.445;-48.96;0
RS;Capivari do Sul;-30.145;-50.5;513
AC;Capixaba;-10.6;-67.68;0
PE;Capoeiras;-8.753;-36.63;0
MG;Caputira;-20.172;-42.27;645
RS;Caraã;-29.759;-50.44;0
RR;Caracaraí;1.755;-61.13;0
MS;Caracol;-22.014;-57.02;0
PI;Caracol;-9.279;-43.33;696
SP;Caraguatatuba;-23.62;-45.41;6
MG;Caraí;-17.189;-41.69;519
BA;Caraíbas;-14.753;-41.26;818
PR;Carambeí;-24.918;-50.1;952
MG;Caranaíba;-20.756;-43.74;814
MG;Carandaí;-20.954;-43.75;1119
MG;Carangola;-20.753;-42.03;644
RJ;Carapebus;-22.187;-41.66;8
SP;Carapicuíba;-23.5;-46.75;802
MG;Caratinga;-19.759;-42.14;687
AM;Carauari;-4.756;-66.76;0
PB;Caraúbas;-7.753;-36.49;39
RN;Caraúbas;-5.759;-37.6;0
PI;Caraúbas do Piauí;-3.476;-41.75;0
BA;Caravelas;-17.753;-39.27;83
RS;Carazinho;-28.284;-52.79;0
MG;Carbonita;-17.5;-43.02;863
BA;Cardeal da Silva;-11.942;-37.95;0
SP;Cardoso;-20.082;-49.91;97
RJ;Cardoso Moreira;-21.488;-41.62;448
MG;Careaçu;-22.043;-45.7;894
AM;Careiro;-3.757;-60.37;0
AM;Careiro da Várzea;-3.25;-59.75;0
ES;Cariacica;-20.264;-40.42;112
CE;Caridade;-4.232;-39.19;406
PI;Caridade do Piauí;-7.753;-40.99;139
BA;Carinhanha;-14.305;-43.77;453
SE;Carira;-10.361;-37.7;0
CE;Cariré;-3.951;-40.47;152
TO;Cariri do Tocantins;-11.756;-49.13;289
CE;Caririaçu;-7.042;-39.28;545
CE;Cariús;-6.5;-39.5;257
MT;Carlinda;-9.958;-55.75;0
PR;Carlópolis;-23.425;-49.72;571
RS;Carlos Barbosa;-29.298;-51.5;0
MG;Carlos Chagas;-17.75;-40.77;265
RS;Carlos Gomes;-27.752;-51.91;0
MG;Carmésia;-19.089;-43.14;704
RJ;Carmo;-21.934;-42.61;896
MG;Carmo da Cachoeira;-21.461;-45.22;929
MG;Carmo da Mata;-20.6;-44.76;1038
MG;Carmo de Minas;-22.122;-45.13;788
MG;Carmo do Cajuru;-20.184;-44.77;900
MG;Carmo do Paranaíba;-19.001;-46.32;837
MG;Carmo do Rio Claro;-20.972;-46.12;604
GO;Carmo do Rio Verde;-15.354;-49.71;234
TO;Carmolândia;-7.033;-48.4;896
SE;Carmópolis;-10.648;-36.99;0
MG;Carmópolis de Minas;-20.5;-44.64;319
PE;Carnaíba;-7.755;-37.79;0
RN;Carnaúba dos Dantas;-6.6;-36.6;0
RN;Carnaubais;-5.348;-36.75;0
CE;Carnaubal;-4.126;-40.94;806
PE;Carnaubeira da Penha;-8.319;-38.74;799
MG;Carneirinho;-19.698;-50.69;434
AL;Carneiros;-9.483;-37.38;0
RR;Caroebe;0.756;-59.7;0
MA;Carolina;-7.333;-47.47;219
PE;Carpina;-7.756;-35.25;0
MG;Carrancas;-21.488;-44.64;1116
PB;Carrapateira;-7.039;-38.34;0
TO;Carrasco Bonito;-5.322;-48.03;147
PE;Caruaru;-8.283;-35.98;0
MA;Carutapera;-1.195;-46.02;18
MG;Carvalhópolis;-21.758;-45.75;835
MG;Carvalhos;-22.001;-44.46;1195
SP;Casa Branca;-21.757;-47.09;709
MG;Casa Grande;-20.759;-43.93;970
BA;Casa Nova;-9.125;-40.97;436
RS;Casca;-28.6;-51.98;702
MG;Cascalho Rico;-18.6;-47.76;0
CE;Cascavel;-4.133;-38.24;0
PR;Cascavel;-24.956;-53.46;726
TO;Caseara;-9.278;-49.96;187
RS;Caseiros;-28.269;-51.69;0
RJ;Casimiro de Abreu;-22.481;-42.25;19
PE;Casinhas;-7.754;-35.72;0
PB;Casserengue;-6.755;-35.72;0
MG;Cássia;-20.6;-46.92;926
SP;Cássia dos Coqueiros;-21.283;-47.13;733
MS;Cassilândia;-19.113;-51.73;594
PA;Castanhal;-1.294;-47.93;56
MT;Castanheira;-11.133;-58.6;0
RO;Castanheiras;-11.418;-61.94;0
GO;Castelândia;-18.089;-50.22;526
ES;Castelo;-20.604;-41.18;260
PI;Castelo do Piauí;-5.322;-41.6;272
SP;Castilho;-20.756;-51.49;327
PR;Castro;-24.759;-50.01;201
BA;Castro Alves;-12.757;-39.43;996
MG;Cataguases;-21.389;-42.7;225
GO;Catalão;-18.126;-47.95;766
SP;Catanduva;-21.138;-48.97;517
PR;Catanduvas;-25.253;-53.16;556
SC;Catanduvas;-27.071;-51.66;0
CE;Catarina;-6.131;-39.76;423
MG;Catas Altas;-20.075;-43.41;809
MG;Catas Altas da Noruega;-20.69;-43.5;754
PE;Catende;-8.667;-35.72;0
SP;Catiguá;-21.049;-49.06;499
PB;Catingueira;-7.126;-37.61;0
BA;Catolândia;-12.318;-44.76;732
PB;Catolé do Rocha;-6.344;-37.75;0
BA;Catu;-12.353;-38.38;0
RS;Catuípe;-28.25;-54.01;0
MG;Catuji;-17.299;-41.5;644
CE;Catunda;-4.648;-40.25;282
GO;Caturaí;-16.447;-49.49;749
BA;Caturama;-13.329;-42.29;583
PB;Caturité;-7.42;-36.03;0
MG;Catuti;-15.358;-42.96;501
CE;Caucaia;-3.754;-38.65;72
GO;Cavalcante;-13.76;-47.46;908
MG;Caxambu;-21.977;-44.93;0
SC;Caxambu do Sul;-27.125;-52.76;924
MA;Caxias;-4.756;-43.36;0
RS;Caxias do Sul;-29.126;-51.18;115
PI;Caxingó;-3.418;-41.76;51
RN;Ceará-Mirim;-5.634;-35.43;0
MA;Cedral;-2;-44.5;40
SP;Cedral;-20.903;-49.27;565
CE;Cedro;-6.607;-39.06;0
PE;Cedro;-7.752;-39.24;831
SE;Cedro de São João;-10.252;-36.76;241
MG;Cedro do Abaeté;-19.148;-45.71;539
SC;Celso Ramos;-27.634;-51.34;0
RS;Centenário;-27.756;-52;379
TO;Centenário;-8.951;-47.34;0
PR;Centenário do Sul;-22.755;-51.6;243
BA;Central;-11.136;-42.11;363
MG;Central de Minas;-18.756;-41.31;42
MA;Central do Maranhão;-2.199;-44.75;694
MG;Centralina;-18.6;-49.2;607
MA;Centro do Guilherme;-2.369;-46;74
MA;Centro Novo do Maranhão;-2.107;-46.13;96
RO;Cerejeiras;-13.189;-60.75;0
GO;Ceres;-15.308;-49.6;711
SP;Cerqueira César;-23.036;-49.13;749
SP;Cerquilho;-23.126;-47.74;563
RS;Cerrito;-31.756;-52.75;0
PR;Cerro Azul;-24.755;-49.26;413
RS;Cerro Branco;-29.654;-52.93;0
RN;Cerro Corá;-6.046;-36.35;0
RS;Cerro Grande;-27.606;-53.13;0
RS;Cerro Grande do Sul;-30.6;-51.75;0
RS;Cerro Largo;-28.149;-54.74;0
SC;Cerro Negro;-27.76;-50.76;0
SP;Cesário Lange;-23.227;-47.95;607
PR;Céu Azul;-25.147;-53.75;451
GO;Cezarina;-16.972;-49.78;583
PE;Chã de Alegria;-8.001;-35.21;0
PE;Chã Grande;-8.238;-35.46;0
AL;Chã Preta;-9.255;-36.3;0
MG;Chácara;-21.672;-43.22;812
MG;Chalé;-20.044;-41.69;605
RS;Chapada;-28.055;-53.07;314
TO;Chapada da Natividade;-11.617;-47.75;222
TO;Chapada de Areia;-10.144;-49.14;705
MG;Chapada do Norte;-17.087;-42.5;0
MT;Chapada dos Guimarães;-15.461;-55.75;693
MG;Chapada Gaúcha;-15.306;-45.62;839
GO;Chapadão do Céu;-18.408;-52.5;0
SC;Chapadão do Lageado;-27.6;-49.6;690
MS;Chapadão do Sul;-18.759;-52.62;0
MA;Chapadinha;-3.754;-43.36;73
SC;Chapecó;-27.096;-52.62;0
